Date,Building Materials & Components Type," Materials & Components Sub-Type",Imports/Exports,Current Prices (Â£'000),Geographical Region,Type,Unique_Key
01/01/2019," Products & Components",Other Glass Products,Imports,134212,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Glass ProductsImports134212United KingdomExternal Trade
01/01/2020," Products & Components",Other Glass Products,Imports,124397,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Glass ProductsImports124397United KingdomExternal Trade
01/01/2015," Products & Components",Other Glass Products,Exports,27101,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Glass ProductsExports27101United KingdomExternal Trade
01/01/2016," Products & Components",Other Glass Products,Exports,33141,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Glass ProductsExports33141United KingdomExternal Trade
01/01/2017," Products & Components",Other Glass Products,Exports,37574,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Glass ProductsExports37574United KingdomExternal Trade
01/01/2018," Products & Components",Other Glass Products,Exports,43421,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Glass ProductsExports43421United KingdomExternal Trade
01/01/2019," Products & Components",Other Glass Products,Exports,52960,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Glass ProductsExports52960United KingdomExternal Trade
01/01/2020," Products & Components",Other Glass Products,Exports,54145,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Glass ProductsExports54145United KingdomExternal Trade
01/01/2015," Products & Components",Wood Veneers,Imports,29763,United Kingdom,External Trade,01/01/2015Products & ComponentsWood VeneersImports29763United KingdomExternal Trade
01/01/2016," Products & Components",Wood Veneers,Imports,34648,United Kingdom,External Trade,01/01/2016Products & ComponentsWood VeneersImports34648United KingdomExternal Trade
01/01/2017," Products & Components",Wood Veneers,Imports,26450,United Kingdom,External Trade,01/01/2017Products & ComponentsWood VeneersImports26450United KingdomExternal Trade
01/01/2018," Products & Components",Wood Veneers,Imports,29312,United Kingdom,External Trade,01/01/2018Products & ComponentsWood VeneersImports29312United KingdomExternal Trade
01/01/2019," Products & Components",Wood Veneers,Imports,20093,United Kingdom,External Trade,01/01/2019Products & ComponentsWood VeneersImports20093United KingdomExternal Trade
01/01/2020," Products & Components",Wood Veneers,Imports,21538,United Kingdom,External Trade,01/01/2020Products & ComponentsWood VeneersImports21538United KingdomExternal Trade
01/01/2015," Products & Components",Wood Veneers,Exports,4591,United Kingdom,External Trade,01/01/2015Products & ComponentsWood VeneersExports4591United KingdomExternal Trade
01/01/2016," Products & Components",Wood Veneers,Exports,5783,United Kingdom,External Trade,01/01/2016Products & ComponentsWood VeneersExports5783United KingdomExternal Trade
01/01/2017," Products & Components",Wood Veneers,Exports,4814,United Kingdom,External Trade,01/01/2017Products & ComponentsWood VeneersExports4814United KingdomExternal Trade
01/01/2018," Products & Components",Wood Veneers,Exports,3581,United Kingdom,External Trade,01/01/2018Products & ComponentsWood VeneersExports3581United KingdomExternal Trade
01/01/2019," Products & Components",Wood Veneers,Exports,3461,United Kingdom,External Trade,01/01/2019Products & ComponentsWood VeneersExports3461United KingdomExternal Trade
01/01/2020," Products & Components",Wood Veneers,Exports,3067,United Kingdom,External Trade,01/01/2020Products & ComponentsWood VeneersExports3067United KingdomExternal Trade
01/01/2015," Products & Components",Wood Mouldings,Imports,68027,United Kingdom,External Trade,01/01/2015Products & ComponentsWood MouldingsImports68027United KingdomExternal Trade
01/01/2016," Products & Components",Wood Mouldings,Imports,67647,United Kingdom,External Trade,01/01/2016Products & ComponentsWood MouldingsImports67647United KingdomExternal Trade
01/01/2017," Products & Components",Wood Mouldings,Imports,64155,United Kingdom,External Trade,01/01/2017Products & ComponentsWood MouldingsImports64155United KingdomExternal Trade
01/01/2018," Products & Components",Wood Mouldings,Imports,64276,United Kingdom,External Trade,01/01/2018Products & ComponentsWood MouldingsImports64276United KingdomExternal Trade
01/01/2019," Products & Components",Wood Mouldings,Imports,55240,United Kingdom,External Trade,01/01/2019Products & ComponentsWood MouldingsImports55240United KingdomExternal Trade
01/01/2020," Products & Components",Wood Mouldings,Imports,53237,United Kingdom,External Trade,01/01/2020Products & ComponentsWood MouldingsImports53237United KingdomExternal Trade
01/01/2015," Products & Components",Wood Mouldings,Exports,9786,United Kingdom,External Trade,01/01/2015Products & ComponentsWood MouldingsExports9786United KingdomExternal Trade
01/01/2016," Products & Components",Wood Mouldings,Exports,9545,United Kingdom,External Trade,01/01/2016Products & ComponentsWood MouldingsExports9545United KingdomExternal Trade
01/01/2017," Products & Components",Wood Mouldings,Exports,12038,United Kingdom,External Trade,01/01/2017Products & ComponentsWood MouldingsExports12038United KingdomExternal Trade
01/01/2018," Products & Components",Wood Mouldings,Exports,17062,United Kingdom,External Trade,01/01/2018Products & ComponentsWood MouldingsExports17062United KingdomExternal Trade
01/01/2019," Products & Components",Wood Mouldings,Exports,17452,United Kingdom,External Trade,01/01/2019Products & ComponentsWood MouldingsExports17452United KingdomExternal Trade
01/01/2020," Products & Components",Wood Mouldings,Exports,17210,United Kingdom,External Trade,01/01/2020Products & ComponentsWood MouldingsExports17210United KingdomExternal Trade
01/01/2015," Products & Components",Wood Block Flooring,Imports,177410,United Kingdom,External Trade,01/01/2015Products & ComponentsWood Block FlooringImports177410United KingdomExternal Trade
01/01/2016," Products & Components",Wood Block Flooring,Imports,182219,United Kingdom,External Trade,01/01/2016Products & ComponentsWood Block FlooringImports182219United KingdomExternal Trade
01/01/2017," Products & Components",Wood Block Flooring,Imports,220274,United Kingdom,External Trade,01/01/2017Products & ComponentsWood Block FlooringImports220274United KingdomExternal Trade
01/01/2018," Products & Components",Wood Block Flooring,Imports,180494,United Kingdom,External Trade,01/01/2018Products & ComponentsWood Block FlooringImports180494United KingdomExternal Trade
01/01/2019," Products & Components",Wood Block Flooring,Imports,193649,United Kingdom,External Trade,01/01/2019Products & ComponentsWood Block FlooringImports193649United KingdomExternal Trade
01/01/2020," Products & Components",Wood Block Flooring,Imports,152672,United Kingdom,External Trade,01/01/2020Products & ComponentsWood Block FlooringImports152672United KingdomExternal Trade
01/01/2015," Products & Components",Wood Block Flooring,Exports,7329,United Kingdom,External Trade,01/01/2015Products & ComponentsWood Block FlooringExports7329United KingdomExternal Trade
01/01/2016," Products & Components",Wood Block Flooring,Exports,9981,United Kingdom,External Trade,01/01/2016Products & ComponentsWood Block FlooringExports9981United KingdomExternal Trade
01/01/2017," Products & Components",Wood Block Flooring,Exports,10318,United Kingdom,External Trade,01/01/2017Products & ComponentsWood Block FlooringExports10318United KingdomExternal Trade
01/01/2018," Products & Components",Wood Block Flooring,Exports,12675,United Kingdom,External Trade,01/01/2018Products & ComponentsWood Block FlooringExports12675United KingdomExternal Trade
01/01/2019," Products & Components",Wood Block Flooring,Exports,10383,United Kingdom,External Trade,01/01/2019Products & ComponentsWood Block FlooringExports10383United KingdomExternal Trade
01/01/2020," Products & Components",Wood Block Flooring,Exports,9975,United Kingdom,External Trade,01/01/2020Products & ComponentsWood Block FlooringExports9975United KingdomExternal Trade
01/01/2015," Products & Components",Other Builder's Woodwork,Imports,118448,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Builder's WoodworkImports118448United KingdomExternal Trade
01/01/2016," Products & Components",Other Builder's Woodwork,Imports,130673,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Builder's WoodworkImports130673United KingdomExternal Trade
01/01/2017," Products & Components",Other Builder's Woodwork,Imports,153461,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Builder's WoodworkImports153461United KingdomExternal Trade
01/01/2018," Products & Components",Other Builder's Woodwork,Imports,134493,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Builder's WoodworkImports134493United KingdomExternal Trade
01/01/2019," Products & Components",Other Builder's Woodwork,Imports,152560,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Builder's WoodworkImports152560United KingdomExternal Trade
01/01/2020," Products & Components",Other Builder's Woodwork,Imports,146653,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Builder's WoodworkImports146653United KingdomExternal Trade
01/01/2015," Products & Components",Other Builder's Woodwork,Exports,13887,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Builder's WoodworkExports13887United KingdomExternal Trade
01/01/2016," Products & Components",Other Builder's Woodwork,Exports,13128,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Builder's WoodworkExports13128United KingdomExternal Trade
01/01/2017," Products & Components",Other Builder's Woodwork,Exports,17039,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Builder's WoodworkExports17039United KingdomExternal Trade
01/01/2018," Products & Components",Other Builder's Woodwork,Exports,15782,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Builder's WoodworkExports15782United KingdomExternal Trade
01/01/2019," Products & Components",Other Builder's Woodwork,Exports,16536,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Builder's WoodworkExports16536United KingdomExternal Trade
01/01/2020," Products & Components",Other Builder's Woodwork,Exports,14418,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Builder's WoodworkExports14418United KingdomExternal Trade
01/01/2015," Products & Components",Windows (wood),Imports,151026,United Kingdom,External Trade,01/01/2015Products & ComponentsWindows (wood)Imports151026United KingdomExternal Trade
01/01/2016," Products & Components",Windows (wood),Imports,176592,United Kingdom,External Trade,01/01/2016Products & ComponentsWindows (wood)Imports176592United KingdomExternal Trade
01/01/2017," Products & Components",Windows (wood),Imports,198835,United Kingdom,External Trade,01/01/2017Products & ComponentsWindows (wood)Imports198835United KingdomExternal Trade
01/01/2018," Products & Components",Windows (wood),Imports,204034,United Kingdom,External Trade,01/01/2018Products & ComponentsWindows (wood)Imports204034United KingdomExternal Trade
01/01/2019," Products & Components",Windows (wood),Imports,207409,United Kingdom,External Trade,01/01/2019Products & ComponentsWindows (wood)Imports207409United KingdomExternal Trade
01/01/2020," Products & Components",Windows (wood),Imports,187431,United Kingdom,External Trade,01/01/2020Products & ComponentsWindows (wood)Imports187431United KingdomExternal Trade
01/01/2015," Products & Components",Windows (wood),Exports,12580,United Kingdom,External Trade,01/01/2015Products & ComponentsWindows (wood)Exports12580United KingdomExternal Trade
01/01/2016," Products & Components",Windows (wood),Exports,12168,United Kingdom,External Trade,01/01/2016Products & ComponentsWindows (wood)Exports12168United KingdomExternal Trade
01/01/2017," Products & Components",Windows (wood),Exports,12041,United Kingdom,External Trade,01/01/2017Products & ComponentsWindows (wood)Exports12041United KingdomExternal Trade
01/01/2018," Products & Components",Windows (wood),Exports,13075,United Kingdom,External Trade,01/01/2018Products & ComponentsWindows (wood)Exports13075United KingdomExternal Trade
01/01/2019," Products & Components",Windows (wood),Exports,10737,United Kingdom,External Trade,01/01/2019Products & ComponentsWindows (wood)Exports10737United KingdomExternal Trade
01/01/2020," Products & Components",Windows (wood),Exports,12005,United Kingdom,External Trade,01/01/2020Products & ComponentsWindows (wood)Exports12005United KingdomExternal Trade
01/01/2015," Products & Components",Doors (wood),Imports,228777,United Kingdom,External Trade,01/01/2015Products & ComponentsDoors (wood)Imports228777United KingdomExternal Trade
